age,income,assets,credit_score,debt_to_income_ratio,existing_loan,criminal_record,credit_tier,high_debt,asset_income_ratio,age_group,income_per_age,payment_capacity,credit_utilization_proxy
23.0,80923.0,311015.0,850.0,0.5,0,0,4,1,3.8432974148583856,0,3371.7916666666665,3371.7916666666665,0.0
54.0,85534.0,249773.0,848.0,0.32,1,1,4,0,2.9201262641024144,2,1555.1636363636364,4846.926666666666,2.338196782641227e-05
20.0,66134.0,618266.0,833.0,0.11,1,0,4,0,9.348544643532168,0,3149.2380952380954,4904.9383333333335,3.0240716100157252e-05
62.0,144815.0,105054.0,843.0,0.2041194216975446,1,0,4,0,0.7254308916141863,3,2298.6507936507937,9604.620495572506,1.3810533293743138e-05
40.0,136851.0,894615.0,772.0,0.57,1,0,3,1,6.537098471341303,1,3337.829268292683,4903.8275,1.4614221098551e-05
22.0,72818.0,603246.0,766.0,0.29,1,0,3,0,8.284184072838134,0,3166.0,4308.3983333333335,2.7464982147761604e-05
58.0,38424.0,157444.0,581.0,0.39,0,0,1,0,4.097436564736499,2,651.2542372881356,1953.22,0.0
22.0,140008.0,456557.0,687.1863094404832,0.16,0,1,2,0,3.2609117985272373,0,6087.304347826087,9800.56,0.0
62.0,103022.0,441044.0,639.9276135784161,0.0444319159701146,1,0,1,0,4.281024625569048,3,1635.2698412698412,8203.711262743904,1.9412952321789098e-05
52.0,76427.0,620487.0,477.0,0.0799246329501796,1,1,0,0,8.118582195007065,2,1442.0188679245282,5859.883339793051,2.6168077562181894e-05
37.0,96787.0,142691.0,712.0,0.43,1,1,2,1,1.474263338430384,1,2547.0263157894738,4597.382500000001,2.066350515037866e-05
23.0,101164.0,124618.0,708.3621576558544,0.22,1,1,2,0,1.2318291899372313,0,4215.166666666667,6575.66,1.976948777257181e-05
60.0,52572.0,67986.0,717.0,0.32,0,1,2,0,1.293173301884998,2,861.8360655737705,2979.08,0.0
24.0,138289.0,442130.0,578.0959013423291,0.34,0,1,0,0,3.1971219900209706,0,5531.56,7605.8949999999995,0.0
45.0,118642.0,711268.0,506.0,0.39,0,0,0,0,5.995027098101025,1,2579.1739130434785,6030.968333333333,0.0
33.0,106907.0,256895.0,605.0,0.13,0,0,1,0,2.402953941706888,1,3144.323529411765,7750.7575,0.0
47.0,118082.0,79351.0,621.0,0.51,0,0,1,1,0.6719934283512444,2,2460.0416666666665,4821.681666666666,0.0
48.0,124655.0,813315.0,644.0469154124805,0.23,0,1,1,0,6.524475356180208,2,2543.9795918367345,7998.695833333334,0.0
64.0,83957.0,365063.0,590.0,0.0882794081760401,0,0,1,0,4.348162176326259,3,1291.6461538461538,6378.77714398035,0.0
51.0,116907.0,371376.0,841.0,0.37,1,1,4,0,3.1766517261436342,2,2248.2115384615386,6137.6175,1.7107322789520055e-05
48.0,40264.0,782055.0,850.0,0.38,1,1,4,0,19.42269961505029,2,821.7142857142857,2080.306666666667,4.966969651815427e-05
49.0,28786.0,645705.0,842.0,0.39,1,0,4,0,22.430437350192797,2,575.72,1463.2883333333332,6.947339169098236e-05
64.0,151701.0,801422.0,646.920955212641,0.1822450058723667,1,0,1,0,5.2828703642667865,3,2333.8615384615387,10337.854197013008,1.3183654904649216e-05
58.0,112138.0,858484.0,773.0,0.29,0,0,3,0,7.6555346489624485,2,1900.6440677966102,6634.831666666666,0.0
37.0,118561.0,101973.0,770.0,0.19,1,0,3,0,0.8600816450464736,1,3120.0263157894738,8002.8675,1.6868668977674317e-05
55.0,111291.0,415000.0,843.0,0.52,1,1,4,1,3.728929303094562,2,1987.3392857142858,4451.64,1.7970582157008976e-05
51.0,68980.0,863372.0,701.0,0.34,1,1,2,0,12.51608413911077,2,1326.5384615384614,3793.8999999999996,2.8993070656113188e-05
42.0,125787.0,215989.0,614.0,0.24,1,0,1,0,1.7170874805227843,1,2925.279069767442,7966.509999999999,1.5899641463085006e-05
56.0,136401.0,550617.0,498.0,0.1268838590674504,1,1,0,0,4.036722335449626,2,2393.0,9924.492894945059,1.4662434110686715e-05
50.0,30069.0,630371.0,814.0,0.34,1,1,4,0,20.96345194546059,2,589.5882352941177,1653.7949999999998,6.650926141465199e-05
65.0,141857.0,824602.0,595.0,0.119263757629063,1,0,1,0,5.812869207235404,3,2149.348484848485,10411.550094501168,1.4098506263261408e-05
33.0,40363.0,904158.0,624.219438371534,0.18,0,0,1,0,22.400109008026956,1,1187.1470588235295,2758.138333333334,0.0
56.0,28407.0,1113459.0,693.0,0.26,1,0,2,0,39.195261898056884,2,498.36842105263156,1751.765,7.04002252807209e-05
56.0,70505.0,240292.0,569.0,0.32,1,0,0,0,3.408107111451508,2,1236.9298245614036,3995.283333333333,2.83659778461713e-05
41.0,124382.0,1217682.0,812.0,0.38,1,1,4,0,9.789778345915439,1,2961.4761904761904,6426.403333333333,1.6079238487265245e-05
50.0,84654.0,693649.0,798.0,0.25,0,1,3,0,8.193833795995511,2,1659.8823529411766,5290.875,0.0
27.0,105033.0,990631.0,850.0,0.21,0,0,4,0,9.431526934135613,0,3751.1785714285716,6914.672500000001,0.0
29.0,77891.0,1114285.0,846.0,0.27,0,1,4,0,14.305512761259179,0,2596.366666666667,4738.369166666666,0.0
32.0,91409.0,246429.0,749.0,0.31,1,0,3,0,2.69586478503446,1,2769.969696969697,5256.017499999999,2.187920490969358e-05
55.0,67297.0,497111.0,850.0,0.38,1,1,4,0,7.386712829504591,2,1201.732142857143,3477.0116666666668,2.971812359767604e-05
47.0,147411.0,222065.0,839.0,0.47,0,1,4,1,1.506424171709223,2,3071.0625,6510.6525,0.0
40.0,99923.0,608140.0,850.0,0.47,0,0,4,1,6.086025379288259,1,2437.1463414634145,4413.265833333334,0.0
43.0,37997.0,586161.0,843.0,0.35,0,1,4,0,15.426101373756513,1,863.5681818181819,2058.170833333333,0.0
54.0,86243.0,623831.0,821.0,0.109818865219128,1,0,4,0,7.2333263763276285,2,1568.0545454545454,6397.657633908896,2.3189750130442345e-05
36.0,58995.0,288420.0,750.0,0.1,0,1,3,0,4.888806020747169,1,1594.4594594594594,4424.625,0.0
55.0,97783.0,100043.0,753.0,0.37,1,1,3,0,1.0231019389675202,2,1746.125,5133.6075,2.0453034719026437e-05
58.0,78786.0,581134.0,730.0,0.36,1,1,2,0,7.376013809384797,2,1335.3559322033898,4201.92,2.538457633142103e-05
38.0,47872.0,515890.0,620.8593488803958,0.33,0,0,1,0,10.776220416518706,1,1227.4871794871794,2672.853333333333,0.0
36.0,50080.0,782535.0,531.0,0.57,0,1,0,1,15.62538687326531,1,1353.5135135135135,1794.5333333333335,0.0
18.0,120204.0,255185.0,633.1386636953895,0.33,0,0,1,0,2.1229150201738696,0,6326.526315789473,6711.389999999999,0.0
23.0,81764.0,142196.0,798.5568854021525,0.49,1,1,3,1,1.7390815140952731,0,3406.8333333333335,3474.97,2.4460044517281022e-05
20.0,110209.0,1232175.0,544.1675935281177,0.16,0,0,0,0,11.180246801560656,0,5248.047619047619,7714.63,0.0
43.0,79215.0,397671.0,850.0,0.18,0,0,4,0,5.020084326398707,1,1800.340909090909,5413.025000000001,0.0
34.0,90466.0,762186.0,834.0,0.34,0,0,4,0,8.425016856975471,1,2584.7428571428572,4975.629999999999,0.0
59.0,133718.0,767634.0,838.0,0.28,1,1,4,0,5.740650169385054,2,2228.633333333333,8023.079999999999,1.4956625785222854e-05
35.0,124340.0,520426.0,521.0,0.54,0,1,0,1,4.185473817968329,1,3453.8888888888887,4766.366666666666,0.0
19.0,106280.0,1187756.0,665.7666100983529,0.1,0,0,1,0,11.175619348707672,0,5314.0,7971.0,0.0
58.0,149812.0,1069658.0,686.0,0.39,0,0,2,0,7.1399544765808045,2,2539.186440677966,7615.443333333333,0.0
28.0,36616.0,922849.0,594.0,0.68,1,0,1,1,25.202747357784634,0,1262.6206896551723,976.4266666666666,5.461794745753454e-05
51.0,77567.0,610890.0,665.4569893014542,0.32,0,1,1,0,7.87554146039604,2,1491.673076923077,4395.463333333333,0.0
27.0,83721.0,500484.0,850.0,0.38,1,0,4,0,5.977926948711211,0,2990.035714285714,4325.585,2.3888298317069383e-05
29.0,32042.0,634400.0,739.0,0.57,0,0,2,1,19.79839590550198,0,1068.0666666666666,1148.1716666666669,0.0
39.0,116769.0,329367.0,573.0,0.43,0,0,0,1,2.8206474265650425,1,2919.225,5546.5275,0.0
32.0,97945.0,161851.0,658.0,0.31,0,0,1,0,1.6524513507442877,1,2968.030303030303,5631.837499999999,0.0
57.0,82116.0,338558.0,756.0,0.46,1,1,3,1,4.1228734610373,2,1415.7931034482758,3695.22,2.435519618110524e-05
23.0,42808.0,164244.0,797.0,0.24,1,1,3,0,3.8366698591417694,0,1783.6666666666667,2711.1733333333336,4.67180565288484e-05
37.0,136693.0,377349.0,721.0,0.23,0,1,2,0,2.760538136275184,1,3597.184210526316,8771.134166666667,0.0
36.0,94540.0,777963.0,520.0,0.31,1,1,0,0,8.228842512772236,1,2555.135135135135,5436.05,2.1154619111082904e-05
58.0,95872.0,309342.0,757.0,0.1282455685284684,1,0,3,0,3.226580997778311,2,1624.949152542373,6964.736737836556,2.0860713019170996e-05
26.0,106762.0,600318.0,766.720091003722,0.35,0,0,3,0,5.622903065668818,0,3954.1481481481483,5782.941666666667,0.0
39.0,85209.0,242889.0,600.0,0.33,0,0,1,0,2.850475296326722,1,2130.225,4757.5025,0.0
34.0,66692.0,615131.0,530.0,0.25,1,1,0,0,9.223321787893783,1,1905.4857142857143,4168.25,2.9987705040933217e-05
47.0,86596.0,569975.0,644.7860943916938,0.5,0,0,1,1,6.581925470859268,2,1804.0833333333333,3608.1666666666665,0.0
35.0,64050.0,526362.0,489.0,0.23,1,0,0,0,8.217857644689389,1,1779.1666666666667,4109.875,3.122462998813464e-05
36.0,37189.0,610007.0,751.0,0.09,0,0,3,0,16.40244689432643,1,1005.1081081081081,2820.165833333333,0.0
24.0,45684.0,784892.0,850.0,0.31,1,0,4,0,17.180518769836926,0,1827.36,2626.83,4.3777087072626186e-05
23.0,145026.0,1125775.0,830.9112822374378,0.43,0,1,4,1,7.762520082467403,0,6042.75,6888.735000000001,0.0
47.0,56967.0,524349.0,850.0,0.14,1,0,4,0,9.204272574076674,2,1186.8125,4082.635,3.5106812476961156e-05
65.0,74069.0,171321.0,850.0,0.34,1,0,4,0,2.3129607128392062,3,1122.2575757575758,4073.7949999999996,2.700112054650268e-05
65.0,57693.0,965902.0,850.0,0.42,0,0,4,1,16.741810240232954,3,874.1363636363636,2788.4950000000003,0.0
48.0,132180.0,443045.0,517.0,0.48,1,1,0,1,3.3518054788509697,2,2697.5510204081634,5727.8,1.5130653190298226e-05
20.0,132037.0,493952.0,850.0,0.31,0,1,4,0,3.740983656220179,0,6287.476190476191,7592.1275,0.0
54.0,36235.0,640036.0,671.2123743315558,0.0635608921645759,0,1,2,0,17.662987084667183,2,658.8181818181819,2827.6559227013827,0.0
52.0,66718.0,392020.0,666.5669649795484,0.2003738461711945,0,1,1,0,5.875687585245582,2,1258.8301886792453,4445.788144262521,0.0
29.0,81267.0,560173.0,733.716372286091,0.27,1,1,2,0,6.892909878426933,0,2708.9,4943.742499999999,2.460962974812044e-05
25.0,57595.0,862616.0,571.0,0.41,1,0,0,1,14.977012292520314,0,2215.1923076923076,2831.754166666667,3.472403076549126e-05
29.0,123962.0,475409.0,653.4346779235286,0.24,1,1,1,0,3.8350878891282076,0,4132.066666666667,7850.926666666666,1.613371624019877e-05
62.0,149834.0,621605.0,730.0,0.25,0,0,2,0,4.148596789802116,3,2378.3174603174602,9364.625,0.0
42.0,83076.0,946922.0,699.0,0.5,0,1,2,1,11.398124631366082,1,1932.0,3461.5,0.0
38.0,139598.0,733086.0,840.0,0.4,0,1,4,0,5.251369995487074,1,3579.4358974358975,6979.900000000001,0.0
38.0,124143.0,345379.0,756.0,0.11,0,0,3,0,2.7820837092408817,1,3183.153846153846,9207.272500000001,0.0
61.0,99483.0,651736.0,734.0,0.4,1,1,2,0,6.551164006272366,3,1604.5645161290322,4974.15,2.010353319595919e-05
56.0,66164.0,906847.0,788.0,0.54,0,1,3,1,13.705841456963652,2,1160.7719298245613,2536.2866666666664,0.0
54.0,80598.0,871673.0,565.0,0.1332939760938859,0,1,0,0,10.814935669177038,2,1465.418181818182,5821.231009565415,0.0
67.0,102144.0,255401.0,564.0,0.0450141317524804,1,0,0,0,2.500376915169612,3,1502.1176470588234,8128.839710522887,1.9579817124508058e-05
48.0,85214.0,246541.0,850.0,0.34,0,0,4,0,2.8931643489995893,2,1739.061224489796,4686.7699999999995,0.0
63.0,46034.0,375013.0,629.1311411230868,0.169862840319235,1,0,1,0,8.146258281742153,3,719.28125,3184.5445007286944,4.344426101312017e-05
64.0,93442.0,62306.0,850.0,0.1183391955036346,0,0,4,0,0.6667808182528386,3,1437.5692307692307,6865.345741145781,0.0
32.0,138579.0,178547.0,674.0,0.55,0,0,2,1,1.2884038100736037,1,4199.363636363636,5196.7125,0.0
32.0,92740.0,258211.0,759.0,0.2,0,0,3,0,2.7842162581813867,1,2810.3030303030305,6182.666666666667,0.0
24.0,156809.0,402314.0,594.1711586568368,0.52,1,0,1,1,2.5656144378547285,0,6272.36,6272.36,1.2754207294131152e-05
57.0,152772.0,207013.0,815.0,0.44,0,1,4,1,1.3550365575068892,2,2634.0,7129.360000000001,0.0
36.0,167720.0,106739.0,704.0,0.25,0,1,2,0,0.6364080824702929,1,4532.972972972973,10482.5,0.0
35.0,96907.0,1079445.0,570.0,0.35,0,0,0,0,11.138863664506543,1,2691.8611111111113,5249.129166666667,0.0
54.0,98343.0,196550.0,706.0,0.0776563907993817,1,1,2,0,1.9985967623850973,2,1788.0545454545454,7558.836463301367,2.0336570237429456e-05
41.0,71886.0,783856.0,691.2875408984095,0.22,1,0,2,0,10.904002114429591,1,1711.5714285714287,4672.59,2.782105497440463e-05
27.0,98893.0,131124.0,578.1448125865916,0.42,0,1,0,1,1.3259045038121626,0,3531.8928571428573,4779.828333333334,0.0
53.0,49636.0,496766.0,850.0,0.44,0,0,4,1,10.007977919697,2,919.1851851851852,2316.346666666667,0.0
43.0,94016.0,476719.0,548.0,0.38,1,1,0,0,5.070561706925344,1,2136.7272727272725,4857.493333333333,2.127252228296709e-05
48.0,44708.0,745748.0,650.7162104029013,0.44,0,1,1,1,16.680042049699164,2,912.4081632653061,2086.3733333333334,0.0
31.0,106217.0,104024.0,572.0,0.08,0,1,0,0,0.9793443672447231,1,3319.28125,8143.303333333333,0.0
29.0,55977.0,268534.0,747.0,0.46,1,1,3,1,4.797134588588374,0,1865.9,2518.965,3.572768359563408e-05
53.0,31521.0,334911.0,810.0,0.1323894522351084,0,0,4,0,10.624674830277266,2,583.7222222222222,2278.996006341429,0.0
59.0,108148.0,264954.0,606.0,0.46,1,1,1,1,2.44989782614726,2,1802.4666666666667,4866.660000000001,1.849283402681461e-05
42.0,127862.0,755681.0,752.0,0.3,0,1,3,0,5.910083448691177,1,2973.5348837209303,7458.616666666666,0.0
43.0,157847.0,814295.0,716.0,0.4,1,0,2,0,5.158728650347169,1,3587.431818181818,7892.349999999999,1.2670336840904916e-05
44.0,73976.0,296854.0,488.0,0.28,0,0,0,0,4.0127877583573275,1,1643.911111111111,4438.56,0.0
59.0,80559.0,696348.0,629.854377089922,0.48,0,1,1,1,8.643843098311818,2,1342.65,3490.89,0.0
56.0,112761.0,110654.0,747.0,0.42,1,1,3,1,0.9813057590322981,2,1978.2631578947369,5450.115000000001,1.773631421654266e-05
29.0,135611.0,100897.0,850.0,0.13,1,1,4,0,0.744012329292393,0,4520.366666666667,9831.797499999999,1.4747848657577075e-05
47.0,68724.0,508613.0,845.0,0.43,1,0,4,1,7.400698435794834,2,1431.75,3264.390000000001,2.9101068009195936e-05
42.0,120115.0,336905.0,761.0,0.31,0,1,3,0,2.804830330680342,1,2793.3720930232557,6906.612499999999,0.0
24.0,65710.0,986952.0,488.0,0.65,0,0,0,1,15.01958576189679,0,2628.4,1916.5416666666667,0.0
47.0,78459.0,468508.0,663.1620661111701,0.17,1,0,1,0,5.971297476421106,2,1634.5625,5426.7474999999995,2.5490371012350086e-05
55.0,131362.0,677756.0,825.0,0.38,1,0,4,0,5.15941322899142,2,2345.75,6787.036666666667,1.5224871349837094e-05
34.0,134269.0,236072.0,521.0,0.48,0,1,0,1,1.758188724212408,1,3836.2571428571428,5818.323333333334,0.0
53.0,58674.0,176535.0,531.0,0.51,1,1,0,1,3.0086919471665956,2,1086.5555555555557,2395.855,3.408548639989093e-05
50.0,97765.0,863469.0,587.0,0.05,0,0,1,0,8.831996808706503,2,1916.9607843137255,7739.729166666667,0.0
43.0,125545.0,533959.0,825.0,0.52,0,0,4,1,4.253094483296959,1,2853.2954545454545,5021.8,0.0
23.0,33625.0,634973.0,554.0,0.49,1,0,0,1,18.883393802414798,0,1401.0416666666667,1429.0625,5.9476016296428465e-05
50.0,144110.0,1031654.0,649.1598489828741,0.28,1,0,1,0,7.158745689086884,2,2825.6862745098038,8646.6,1.3878094815143777e-05
58.0,87079.0,340420.0,598.0,0.14283119934389,1,1,1,0,3.909278824069821,2,1475.915254237288,6220.11683269445,2.2967122564049562e-05
25.0,138917.0,248251.0,850.0,0.32,0,0,4,0,1.7870326379590837,0,5342.961538461538,7871.963333333333,0.0
28.0,101807.0,829848.0,834.879538574999,0.28,0,0,4,0,8.151107967939652,0,3510.5862068965516,6108.419999999999,0.0
28.0,44514.0,988104.0,627.6397515598326,0.35,0,1,1,0,22.19710210041559,0,1534.9655172413793,2411.175,0.0
19.0,29675.0,474693.0,850.0,0.26,0,1,4,0,15.995855236554792,0,1483.75,1829.9583333333333,0.0
54.0,128124.0,655768.0,653.980934731615,0.29,1,1,1,0,5.118189268292683,2,2329.5272727272727,7580.669999999999,1.560963426626914e-05
65.0,81474.0,877507.0,850.0,0.34,0,0,4,0,10.770260816201288,3,1234.4545454545455,4481.07,0.0
40.0,127823.0,310560.0,850.0,0.42,0,1,4,1,2.429590687194893,1,3117.6341463414633,6178.111666666668,0.0
41.0,163320.0,933053.0,560.0,0.27,1,1,0,0,5.713000777609738,1,3888.5714285714284,9935.3,1.2245747664123633e-05
54.0,125204.0,338731.0,850.0,0.3,1,1,4,0,2.7054111257537636,2,2276.4363636363637,7303.566666666666,1.597367538296887e-05
57.0,57386.0,116555.0,569.0,0.35,0,1,0,0,2.0310349033753288,2,989.4137931034483,3108.4083333333333,0.0
26.0,123336.0,186585.0,788.7149049595505,0.37,0,1,3,0,1.5128063760266586,0,4568.0,6475.14,0.0
35.0,55508.0,560999.0,850.0,0.33,0,1,4,0,10.106451206110721,1,1541.888888888889,3099.1966666666663,0.0
43.0,144140.0,189330.0,740.0,0.38,1,0,3,0,1.3135055258392823,1,3275.909090909091,7447.233333333334,1.3875206393695107e-05
41.0,128930.0,549017.0,850.0,0.56,0,0,4,1,4.258223390805935,1,3069.7619047619046,4727.4333333333325,0.0
46.0,74189.0,523748.0,740.0,0.37,0,1,3,0,7.0595498045558704,2,1578.4893617021276,3894.9225,0.0
55.0,96380.0,362551.0,805.0,0.1649114629160471,0,0,4,0,3.761643892468433,2,1721.0714285714287,6707.152767012615,0.0
28.0,127196.0,640813.0,588.535436194848,0.29,1,0,1,0,5.037956870051967,0,4386.068965517241,7525.763333333332,1.5723517665372098e-05
39.0,148221.0,598894.0,807.0,0.35,0,1,4,0,4.040520300630136,1,3705.525,8028.637500000001,0.0
22.0,53068.0,315031.0,582.0,0.44,0,1,1,1,5.936252802954644,0,2307.304347826087,2476.5066666666667,0.0
59.0,96858.0,155541.0,850.0,0.49,1,1,4,1,1.6058497403442118,2,1614.3,4116.465,2.0648358455502788e-05
39.0,134384.0,723495.0,800.0,0.37,0,1,4,0,5.383748186181493,1,3359.6,7055.16,0.0
59.0,137300.0,532965.0,839.0,0.36,1,0,4,0,3.8817270085432733,2,2288.3333333333335,7322.666666666667,1.4566430204949673e-05
52.0,51283.0,446795.0,673.500280297413,0.43,0,1,2,1,8.712171437485376,2,967.6037735849056,2435.9425000000006,0.0
19.0,50867.0,445602.0,565.0,0.0,0,1,0,0,8.75996697334277,0,2543.35,4238.916666666667,0.0
54.0,92548.0,335758.0,672.5527765598354,0.31,0,1,2,0,3.627894412689494,2,1682.6909090909091,5321.509999999999,0.0
44.0,89076.0,464815.0,793.0,0.15,1,1,3,0,5.2181258910829955,1,1979.4666666666667,6309.549999999999,2.2452232874559376e-05
42.0,56677.0,479713.0,489.0,0.16,1,0,0,0,8.463830763259113,1,1318.0697674418604,3967.39,3.528643765768627e-05
53.0,156855.0,1033661.0,545.0,0.29,0,1,0,0,6.589872239506299,2,2904.722222222222,9280.5875,0.0
58.0,133682.0,599608.0,652.4789481465273,0.31,0,0,1,0,4.485297307810267,2,2265.7966101694915,7686.714999999999,0.0
56.0,38433.0,152637.0,489.0,0.0596326764885195,0,0,0,0,3.9714055263568717,2,674.2631578947369,3011.761445376394,0.0
35.0,150898.0,1097676.0,835.0,0.6,1,0,4,1,7.274243036733179,1,4191.611111111111,5029.933333333333,1.3253810470510272e-05
25.0,115498.0,209963.0,850.0,0.45,0,1,4,1,1.8178772110581043,0,4442.2307692307695,5293.658333333334,0.0
27.0,136651.0,360642.0,797.2788328486836,0.57,1,1,3,1,2.639127125837895,0,4880.392857142857,4896.660833333334,1.463560990245366e-05
38.0,46734.0,152408.0,678.0,0.4,0,0,2,0,3.26111051674334,1,1198.3076923076924,2336.7,0.0
31.0,163866.0,610832.0,850.0,0.42,1,1,4,1,3.7276083653206564,1,5120.8125,7920.190000000001,1.2204945443893866e-05
33.0,123601.0,255969.0,706.0,0.48,0,0,2,1,2.070913092021165,1,3635.323529411765,5356.043333333334,0.0
34.0,111900.0,607087.0,543.0,0.32,0,0,0,0,5.425215145530424,1,3197.1428571428573,6341.0,0.0
60.0,116584.0,664991.0,813.0,0.28,1,0,4,0,5.7039155980615,2,1911.2131147540983,6995.04,1.7154718405297377e-05
41.0,57475.0,823335.0,622.1645938551413,0.48,0,1,1,1,14.324848632472683,1,1368.452380952381,2490.5833333333335,0.0
56.0,123194.0,431725.0,543.0,0.45,0,0,0,1,3.5044035878079467,2,2161.2982456140353,5646.391666666667,0.0
63.0,44747.0,1019331.0,623.3550146316421,0.35,0,0,1,0,22.779364440868864,3,699.171875,2423.795833333333,0.0
34.0,95414.0,192960.0,827.0,0.28,0,0,4,0,2.0223235340355292,1,2726.114285714286,5724.84,0.0
29.0,122132.0,610790.0,532.8355725553457,0.27,0,1,0,0,5.001023474409046,0,4071.0666666666666,7429.696666666667,0.0
23.0,63470.0,388279.0,538.0,0.23,0,0,0,0,6.117423705314238,0,2644.5833333333335,4072.6583333333333,0.0
42.0,37840.0,237400.0,700.0,0.29,0,1,2,0,6.273618561877329,1,880.0,2238.8666666666663,0.0
28.0,68188.0,772360.0,720.0,0.42,1,0,2,1,11.326753581956034,0,2351.310344827586,3295.753333333334,2.932981375568265e-05
53.0,128159.0,116764.0,815.0,0.2166700387324114,0,0,4,0,0.911079900124844,2,2373.314814814815,8365.898708841074,0.0
55.0,45351.0,898198.0,558.0,0.36,1,1,0,0,19.805036161580524,2,809.8392857142857,2418.72,4.4098516084933744e-05
49.0,51926.0,937269.0,642.186383625488,0.44,1,0,1,1,18.049742908313593,2,1038.52,2423.2133333333336,3.851486673856109e-05
29.0,40397.0,145067.0,709.0,0.19,0,0,2,0,3.590945096291896,0,1346.5666666666666,2726.7975,0.0
21.0,81851.0,410811.0,821.0602798948496,0.55,0,1,4,1,5.018948834481748,0,3720.5,3069.4125,0.0
25.0,125038.0,595299.0,831.5202242908268,0.45,1,0,4,1,4.760906597141692,0,4809.153846153846,5730.908333333334,1.599488163787588e-05
53.0,114590.0,120228.0,850.0,0.1705193097209811,0,0,4,0,1.049192344948556,2,2122.037037037037,7920.849358256065,0.0
21.0,73481.0,139197.0,691.0,0.43,0,1,2,1,1.894300645055932,0,3340.0454545454545,3490.3475000000003,0.0
37.0,43141.0,706960.0,681.0,0.37,0,0,2,0,16.38681563209865,1,1135.2894736842106,2264.9025,0.0
34.0,46067.0,684450.0,836.0,0.58,1,1,4,1,14.857384735608232,1,1316.2,1612.3450000000003,4.3413141157828474e-05
37.0,32797.0,571133.0,586.0,0.27,1,0,1,0,17.413653271540948,1,863.078947368421,1995.1508333333331,6.097746882526906e-05
47.0,107760.0,457809.0,818.0,0.35,1,0,4,0,4.248373715908353,2,2245.0,5837.0,1.855941797665225e-05
40.0,54360.0,516414.0,689.0,0.21,0,0,2,0,9.499714869115726,1,1325.8536585365853,3578.7000000000003,0.0
59.0,133440.0,1010424.0,685.0,0.4,0,0,2,0,7.572065557062672,2,2224.0,6672.0,0.0
